label,video_url,file_exists,letter,assuntos,acepção,exemplo,exemplo libras,classe gramatical,origem
PEGAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pegar2Sm_Prog001.mp4,True,P,NENHUM,Ser contaminado; ficar doente.,"Que droga, eu peguei esfriado!",3sPEGAR1s RESFRIAD@ DROGA!,VERBO,Nacional
PEGAR3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pegar3Sm_Prog001.mp4,True,P,NENHUM,Tomar a condução; entrar em veículo.,"Hoje não irei de carro, vou pegar o ônibus.",HOJE CARRO NÃO EU ÔNIBUS PEGAR.,VERBO,Nacional
PEIDO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peidoSm_Prog001.mp4,True,P,HIGIENE/SAÚDE,"Eliminação de gases pelo ânus, por vezes ruidosamente, e com odor desagradável.",O peido dele tem um forte fedor.,PEIDO EL@ FEDORforte!,SUBSTANTIVO,Nacional
PEITO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peitoSm_Prog001.mp4,True,P,CORPO,"Parte do tronco que vai do pescoço ao abdome, e abriga os pulmões e o coração; tórax.","Ontem meu peito doeu muito, estava nervoso.",ONTEM EU PEITO DOERmuito NERVOS@.,SUBSTANTIVO,Nacional
PEIXE1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peixe1Sm_Prog001.mp4,True,P,ANIMAL/INSETO/PEIXE/AVE,"Animal vertebrado aquático. Possui nadadeiras, pele em geral coberta de escamas e aberturas nasais que não se comunicam com a boca.",Eu adoro comer peixe.,EU ADORAR COMER PEIXE.,SUBSTANTIVO,Nacional
PEIXE2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peixe2Sm_Prog001.mp4,True,P,ANIMAL/INSETO/PEIXE/AVE,"Animal vertebrado aquático. Possui nadadeiras, pele em geral coberta de escamas e aberturas nasais que não se comunicam com a boca.",Naquele rio tem muitos peixes nadando!,AQUEL@ R-I-O PEIXE-NADAR MUIT@.,SUBSTANTIVO,Nacional
PELADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peladoSm_Prog001.mp4,True,P,NENHUM,"Sem roupa, despido; nu.","Quando está muito calor, às vezes, durmo pelada!",CALORmuito ÀS-VEZES EU DORMIR PELAD@!,ADJETIVO,Nacional
PELE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peleSm_Prog001.mp4,True,P,CORPO,Órgão que reveste externamente o corpo do homem e de outro animais.,"Cuidado com a pele, não pode tomar muito sol!",PELE SE@ BRANC@muito!,SUBSTANTIVO,Nacional
PELICANO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pelicanoSm_Prog001.mp4,True,P,ANIMAL/INSETO/PEIXE/AVE,Ave aquática de pernas curtas.,O pelicano come peixe.,PASSARO^PAPO-GRANDE COMER PEIXE.,SUBSTANTIVO,Nacional
PÊLO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peloSm_Prog001.mp4,True,P,CORPO,Cada um dos fios que nascem em certas partes do corpo humano ou dos animais.,O pêlo do gato é preto e branco.,PÊLO GAT@ PRET@ BRANC@.,SUBSTANTIVO,Nacional
PELÚCIA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peluciaSm_Prog001.mp4,True,P,NENHUM,"Tecido aveludado, próprio para fazer agasalhos, também muito utilizado na confecção de objetos decorativos.",Na cama do quarto dela tem dois ursos de pelúcia muito bonitos!,QUARTO DEL@ CAMA TER URSO 2 PELÚCIA BONIT@muito!,SUBSTANTIVO,Nacional
PELUDO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peludoSm_Prog001.mp4,True,P,CORPO,Aquele que tem muito pêlo; coberto de pêlos.,Não gosto de homem de corpo peludo.,GOSTAR-NÃO HOMEM PELUD@-CORPO.,ADJETIVO,Nacional
PENA1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pena1Sm_Prog001.mp4,True,P,ANIMAL/INSETO/PEIXE/AVE,Cada uma das peças que cobrem o corpo das aves; pluma.,Antigamente usavam a pena para escrever.,ANTIG@ TER PENA^ESCREVER.,SUBSTANTIVO,Nacional
PENA2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pena2Sm_Prog001.mp4,True,P,SENTIMENTOS,Sentimento de piedade; dó; compaixão; tristeza.,"Quando o pai dela morreu, ela chorou muito e fiquei com pena.",P-A-I DEL@ MORRER EL@ CHORARmuito PENA!,SUBSTANTIVO,Nacional
PENA3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pena3Sm_Prog001.mp4,True,P,NENHUM,Cada uma das peças que revestem o corpo das aves.,A vovó sempre tira as penas da galinha.,V-O-V-Ó ME@ SEMPRE GALINHA TIRAR PENA.,SUBSTANTIVO,Nacional
PENA4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pena4Sm_Prog001.mp4,True,P,NENHUM,Tempo de reclusão; castigo; punição.,A mulher que atirou seu namorado pegou dez anos de pena.,MULHER ATIRAR-REVÓLVER NAMORAD@ DEL@ MORRER EL@ PRISÂO 10 ANOS PENA.,SUBSTANTIVO,Nacional
PÊNALTI,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pen%C3%A2ltiSm_Prog001.mp4,False,P,ESPORTE/DIVERSÃO,"A maior falta no futebol. Ocorre dentro da área e punida com um chute direto, sem barreira e de frente para o goleiro adversário, a 11 metros de sua balisa.","Foi pênalti certo, mas o árbitro roubou!",CERTO PÊNALTI ÁRBITRO ROUBAR!,SUBSTANTIVO,Nacional
PENDURAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pendurar1Sm_Prog001.mp4,True,P,NENHUM,"Prender ou colocar em um cabide, em lugar elevado; deixar suspenso.",Você já pendurou seu casaco no armário?,VOCÊ PENDURAR JÁ ARMÁRIO CASACO SE@?,VERBO,Nacional
PENDURAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pendurar2Sm_Prog001.mp4,True,P,NUMERAL/DINHEIRO,Deixar para pagar em outro dia: anotar a dívida; pôr na conta.,Eu estou pendurando o bar.,B-A-R EU PENDURAR.,VERBO,Nacional
PENEIRA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peneiraSm_Prog001.mp4,True,P,CASA,Utensílio usado para peneirar; peça que tem uma superfície com furos e separa as substâncias mais finas das mais grossas.,Não tenho a peneira e você pode me emprestar?,PENEIRA EU TER-NÃO PODER EMPRESTAR?,SUBSTANTIVO,Nacional
PENEIRAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peneirarSm_Prog001.mp4,True,P,NENHUM,Passar o alimento na peneira; selecionar.,A sua mãe vai peneirar o arroz.,M-Ã-E SE@ PENEIRAR ARROZ.,VERBO,Nacional
PENETRA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/penetraSm_Prog001.mp4,True,P,NENHUM,Aquele que entra ou participa de qualquer evento sem pagar ou sem ter sido convidado.,Desconheço aquele homem de camisa vermelha. Ele é penetra na casa de minha mãe.,AQUEL@ HOMEM VERMELH@ CAMISA EU DESCONHECID@ EL@ PENETRA CASA M-Ã-E ME@.,ADJETIVO,Nacional
PENETRAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/penetrarSm_Prog001.mp4,True,P,NENHUM,Entrar sem avisar ou sem ter sido autorizado ou convidado para fazê-lo.,Ela penetrou na sala da diretoria sem avisar!,SALA DIRETORIA EL@ PENETRAR 3sAVISAR3s NADA!,VERBO,Nacional
PENICO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/penicoSm_Prog001.mp4,True,P,CASA,"Urinol; peça muito usada no passado, usada como hoje é usado o vaso sanitério.",O velho sempre deixa o penico embaixo da cama.,HOMEM VELH@ SEMPRE PENICO CAMA EMBAIXO.,SUBSTANTIVO,Nacional
PÊNIS,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/penis1Sm_Prog001.mp4,False,P,CORPO,Orgão genital masculino.,Seu pênis inflamou.,PÊNIS SE@ INFLAMAR.,SUBSTANTIVO,Nacional
PENITÊNCIARIA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/penitenciariaSm_Prog001.mp4,True,P,NENHUM,Prisão; local onde ficam as pessoas condenadas pela lei.,A penitênciária de São Paulo foi demolida no ano passado.,PENITÊNCIARIA SÃO-PAULO JÁ DEMOLIR ANO-PASSADO.,SUBSTANTIVO,Nacional
PENSAMENTO1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pensamento1Sm_Prog001.mp4,True,P,NENHUM,Idéia: opinião; conceito; modo de ver e entender as coisas.,O meu filho tem o pensamento diferente e é teimoso.,FILH@ ME@ PENSAMENTO DIFERENTE TEIMOS@.,SUBSTANTIVO,Nacional
PENSAMENTO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pensamento2Sm_Prog001.mp4,True,P,NENHUM,"Ato de pensar, de refletir; processo mental voltado para as idéias; reflexão, meditação.",Cada um tem um pensamento diferente.,CADAdistributivo PESSOA PENSAMENTO DIFERENTE.,SUBSTANTIVO,Nacional
PENSÃO1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pensao1Sm_Prog001.mp4,True,P,NUMERAL/DINHEIRO,"Auxílio financeiro, geralmente garantido pelo Estado ou outras instituições.",Ela recebe pensão do pai militar.,EL@ RECEBER-PENSÃO P-A-I MILITAR.,SUBSTANTIVO,Nacional
PENSÃO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pensao2Sm_Prog001.mp4,True,P,NENHUM,"Local onde as pessoas vivem na condição de hóspedes, por curtos, médios ou longos períodos.",Há pessoas que moram na pensão.,PENSÃO PESSOA MORAR TER.,SUBSTANTIVO,Nacional
PENSAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pensar1Sm_Prog001.mp4,True,P,NENHUM,"Fazer reflexões a respeito de algo; planejar mentalmente; imaginar, supor.","Eu penso muito que, no futuro, o surdo poderá ter uma vida igual à do ouvinte.",EU PENSARmuito FUTURO SURD@ OUVINTE VIDA IGUAL PODER.,VERBO,Nacional
PENSAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pensar2Sm_Prog001.mp4,True,P,NENHUM,"Fazer reflexões a respeito de algo; planejar mentalmente; imaginar, supor.",Nunca pensei em ser rico.,EU N-U-N-C-A PENSAR RIC@.,VERBO,Nacional
PENSIONATO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pensionatoSm_Prog001.mp4,True,P,NENHUM,Espécie de internato; local de moradia de estudantes.,Há dois anos eu morava no pensionato.,2 A-N-O-S PASSAD@ EU PENSIONATO JÁ.,SUBSTANTIVO,Nacional
PENSIONISTA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pensionistaSm_Prog001.mp4,True,P,NUMERAL/DINHEIRO,Aquele que recebe um valor mensal do Estado.,O pai morreu e agora a filha é pensionista.,EL@ É PENSIONISTA P-A-I DEL@ MORRER POLICIA.,ADJETIVO,Nacional
PENTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/penteSm_Prog001.mp4,True,P,HIGIENE/SAÚDE,"Pequeno instrumento com inúmeras pontas (ou dentes) que ajudam a alisar, a desembaraçar, a ajeitar ou a limpar os cabelos.",Eu sempre guardo o pente na bolsa.,EU SEMPRE PENTE BOLSA GUARDAR.,SUBSTANTIVO,Nacional
PENTEADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/penteadoSm_Prog001.mp4,True,P,NENHUM,"Arrumação cuidadosa do cabelo, geralmente feita por um profissional.",Ela fez o penteado bonito para ir ao casamento.,EL@ IR CASAMENTO PENTEADO BONIT@.,SUBSTANTIVO,Nacional
PENTEAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pentearSm_Prog001.mp4,True,P,NENHUM,Alisar ou ajeitar os cabelos com o pente.,Meu filho não gosta de pentear os cabelos.,FILH@ ME@ PENTEAR-CABELO GOSTAR-NÃO.,VERBO,Nacional
PENTELHO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pentelhoSm_Prog001.mp4,True,P,CORPO,Pêlo da região pubiana.,Precisa lavar seu pentelho!,PENTELHO SE@ PRECISAR LAVAR.,SUBSTANTIVO,Nacional
PEPINO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pepinoSm_Prog001.mp4,True,P,LEGUME/VERDURA,O fruto do pepineiro. É comestível e muito usado em saladas.,O pepino é bom para a pele.,COMER PEPINO BO@ PELE.,SUBSTANTIVO,Nacional
PEQUENINO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pequeninoSm_Prog001.mp4,True,P,NENHUM,Muito pequeno; minúsculo.,O banheiro do meu apartamento é muito pequenino.,APARTAMENTO ME@ BANHEIRO PEQUENINO.,ADJETIVO,Nacional
PEQUENO1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pequeno1Sm_Prog001.mp4,True,P,NENHUM,De pequeno porte; de tamanho reduzido.,Ela comprou copos pequenos para tomar licor.,EL@ COMPRAR JÁ COPO PEQUEN@ TOMAR L-I-C-O-R.,ADJETIVO,Nacional
PEQUENO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pequeno2Sm_Prog001.mp4,True,P,NENHUM,De dimensões reduzidas.,"Minha casa não é grande, é pequena.",CASA ME@ GRANDE NÃO PEQUEN@.,ADJETIVO,Nacional
PEQUENO3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pequeno3Sm_Prog001.mp4,True,P,NENHUM,De dimensões reduzidas.,O meu amigo pintou um quadro pequeno para colocar no quarto.,AMIG@ ME@ PINTAR-QUADRO PEQUEN@ colocarPAREDE QUARTO DEL@.,ADJETIVO,Nacional
PÊRA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peraSm_Prog001.mp4,True,P,FRUTA,"Fruto da pereira,comestível e muito apreciado ao natural, em doces e compotas.",Vou levar pêra para comer no meu trabalho.,EU LEVAR P-Ê-R-A COMER LÁ TRABALHO.,SUBSTANTIVO,Nacional
PERAMBULAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perambularSm_Prog001.mp4,True,P,NENHUM,"Andar ao acaso, sem destino certo; vagar, vaguear.",À noite um velho sempre perambula pela rua.,SEMPRE NOITE VELH@ PERAMBULAR R-U-A.,VERBO,Nacional
PERCEBER1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perceber1Sm_Prog001.mp4,True,P,NENHUM,"Captar; ter conhecimento pelo uso dos sentidos; entender, compreender.",Percebi que ela estava triste mas não sei o que aconteceu.,EU PERCEBER EL@ TRISTE ACONTECER COISA SABER-NÃO.,VERBO,Nacional
PERCEBER2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perceber2Sm_Prog001.mp4,True,P,NENHUM,Dar-se conta; notar.,Ela e o namorado não conversam. Você não percebeu que eles brigaram?,EL@-2 NAMORAD@ CONVERSAR NÃO PERCEBER EL@-2 BRIGAR?,VERBO,Nacional
PERCENTAGEM,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/percentagemSm_Prog001.mp4,True,P,NUMERAL/DINHEIRO,Parte proporcional em relação a uma quantidade de 100 unidades.,"A percentagem de juros, no banco, é alta.",PERCENTAGEM B-A-N-C-O JUROS ALT@.,SUBSTANTIVO,Nacional
PERCEPÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/percepcaoSm_Prog001.mp4,True,P,SENTIMENTOS,"Faculdade de perceber ou ter conhecimento de algo, por intermédio dos sentidos.",O Surdo tem uma boa percepção visual.,SURD@ VISUAL PERCEPÇÃO ESPERT@.,SUBSTANTIVO,Nacional
PERCURSO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/percursoSm_Prog001.mp4,True,P,NENHUM,Caminho que deve ser percorrido até determinado destino.,Qual é o percurso para a praia?,PRAIA PERCURSO QUAL?,SUBSTANTIVO,Nacional
PERDÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perdaoSm_Prog001.mp4,True,P,NENHUM,Remissão de pena; desculpa; esquecimento de uma agressão.,Você não pediu perdão à sua mãe?,VOCÊ PERDÃO M-Ã-E SE@ NÃO?,SUBSTANTIVO,Nacional
PERDER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perderSm_Prog001.mp4,True,P,NENHUM,Não saber o destino; ficar sem algo; não ter mais.,Ontem ela perdeu um guarda-chuva no ônibus.,ONTEM ÔNIBUS EL@ GUARDA-CHUVA PERDER.,VERBO,Nacional
PERDIDO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perdidoSm_Prog001.mp4,True,P,NENHUM,Sem rumo; desorientado; sem saber como proceder.,Estou perdido na rua e não sei onde estou.,EU PERDID@ R-U-A ONDE SABER-NÃO.,ADJETIVO,Nacional
PERDOAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perdoarSm_Prog001.mp4,True,P,NENHUM,Tirar a culpa; conceder perdão; desculpar.,No passado ela brigou com a amiga e agora perdoou.,EL@ PASSADO BRIGAR AMIG@ DEL@ AGORA PERDOAR.,VERBO,Nacional
PERFEITO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perfeitoSm_Prog001.mp4,True,P,NENHUM,O que reúne todas as qualidades possíveis ou desejadas; sem defeito; bem-acabado.,Ninguém é perfeito. Todos erram e aprendem!,PESSOA APRENDER TOD@ PERFEIT@ NÃO ERRAR ALGUM@!,ADJETIVO,Nacional
PERFUME,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perfumeSm_Prog001.mp4,True,P,MATÉRIA/SUBSTÂNCIA,"Substância preparada com essências aromáticas, para perfumar a pele, os cabelos, a roupa; cheiro agradável.",Ganhei presente do meu namorado um perfume francês.,PERFUME FRANCÊS NAMORAD@ 3sPRESENTEAR1s.,SUBSTANTIVO,Nacional
PERFURAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perfurarSm_Prog001.mp4,True,P,NENHUM,Fazer um ou mais furos em uma superfície.,O homem vai perfurar a parede para colocar quadro.,HOMEM PAREDE PERFURAR coisa-quadradaCOLOCAR.,VERBO,Nacional
PERFURATRIZ,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perfuratrizSm_Prog001.mp4,True,P,APARELHO/MÁQUINA,Furadeira; máquina para fazer furos.,O meu pai tem a perfuratriz. Você precisa dele?,P-A-I ME@ TER PERFURATRIZ. VOCÊ PRECISAR?,SUBSTANTIVO,Nacional
PERGUNTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perguntarSm_Prog001.mp4,True,P,NENHUM,"Fazer uma ou mais perguntas; interrogar; investigar, questionar.","Por favor, pergunte a ela que horas são?",FAVOR 2sPERGUNTAR3s HORA?,VERBO,Nacional
PERIGO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perigoSm_Prog001.mp4,True,P,NENHUM,Situação de risco; prenúncio de um mal iminente; grave ameaça.,"Cuidado, não pode nadar naquela praia, porque na placa está escrito perigo!",AQUEL@ PRAIA PODER-NÃO pessoaNADAR PORQUE PLACA ESCREVER PERIGO.,SUBSTANTIVO,Nacional
PERIGOSO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perigosoSm_Prog001.mp4,True,P,NENHUM,Aquilo que oferece perigo; arriscado.,"Tome cuidado, não ande sozinha à noite, é muito perigoso!",CUIDADO NOITE pessoaANDAR SOZINH@ PERIGOS@!,ADJETIVO,Nacional
PERIQUITO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/periquitoSm_Prog001.mp4,True,P,ANIMAL/INSETO/PEIXE/AVE,"Nome comum dado a uma ave da família do papagaio, mas de tamanho menor.",O pai da minha amiga sempre cuida dos periquitos.,P-A-I DEL@ SEMPRE PERIQUITO CUIDAR.,SUBSTANTIVO,Nacional
PERMANECER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/permanecerSm_Prog001.mp4,True,P,NENHUM,Ficar no memo lugar; continuar; manter-se.,"Eu não quero sair do meu trabalho, quero permanecer aqui.",EU QUERER-NÃO SAIR TRABALHO ME@ EU QUERER PERMANECER AQUI.,VERBO,Nacional
PERMANENTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/permanenteSm_Prog001.mp4,True,P,NENHUM,"Ondulação artificial do cabelo, que dura por um longo período.",O cabelo da minha mãe é muito liso e todos os dias faz permanente.,M-Ã-E ME@ CABELO LIS@muitO TOD@-DIA PERMANENTE.,SUBSTANTIVO,Nacional
PERMITIR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/permitirSm_Prog001.mp4,True,P,NENHUM,Dar consentimento; autorizar; consentir.,O filho dele pediu o carro emprestado e o pai permitiu.,FILH@ DEL@ 3s PEDIR 3s CARRO EMPRESTAD@ P-A-I PERMITIR.,VERBO,Nacional
PERNA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pernaSm_Prog001.mp4,True,P,CORPO,"Cada um dos membros inferiores do corpo humano, em especial a parte compreendida entre o joelho e o pé.",Aquela mulher tem pernas lindas!,AQUEL@ MULHER PERNA L-I-N-D-@!,SUBSTANTIVO,Nacional
PERNAMBUCO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pernambucoSm_Prog001.mp4,True,P,PAÍS/ESTADO/CIDADE,Estado da região nordeste do Brasil. Sua capital é a cidade de Recife.,Em Pernambuco o carnaval é ótimo.,CARNAVAL LÁ PERNAMBUCO ÓTIM@.,SUBSTANTIVO,Nacional
PERNILONGO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pernilongoSm_Prog001.mp4,True,P,ANIMAL/INSETO/PEIXE/AVE,"Pequeno inseto voador, cuja picada é capaz de provocar alergia na pele de suas vítimas.",Na minha casa aparece muito pernilongo por que fica perto do rio.,CASA ME@ MUIT@ PERNILONGO PERTO RIO.,SUBSTANTIVO,Nacional
PÉROLA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perolaSm_Prog001.mp4,True,P,MATÉRIA/SUBSTÂNCIA,"Nódulo brilhante e nacarado, que se forma nas conchas de alguns moluscos. É muito valorizada como jóia.",O anel de pérola da minha irmã custou muito caro!,IRM@ ME@ ANEL CONCHA^coisa-redonda CAR@muito!,SUBSTANTIVO,Nacional
PERPÉTUO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perpetuoSm_Prog001.mp4,True,P,NENHUM,Para sempre; eternamente; por um tempo sem fim.,Ela terá prisão perpétua.,EL@ PRES@ PERPÉTU@.,ADJETIVO,Nacional
PERSEGUIÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perseguicaoSm_Prog001.mp4,True,P,NENHUM,Ato de perseguir; marcação; implicância.,O meu namorado soube que eu tenho outro amante e me perseguiu.,NAMORAD@ ME@ SABER EU AMANTE OUTR@ EL@ PERSEGUIÇÃO EU.,SUBSTANTIVO,Nacional
PERSEGUIR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perseguirSm_Prog001.mp4,True,P,NENHUM,Seguir de perto; correr atrás; ir ao encalço.,A polícia perseguiu o ladrão porque roubou a bolsa da mulher.,POLÍCIA PERSEGUIR LADRÃO ROUBAR MULHER BOLSA.,VERBO,Nacional
PERSIANA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/persianaSm_Prog001.mp4,True,P,CASA,"Conjunto de peças longas de madeira, plástico e material similar, que impede a passagem da claridade, mas permite a passagem de ar pela janela.","Não quero cortina, prefiro persiana.",EU QUERER-NÃO CORTINA PREFERIR PERSIANA.,SUBSTANTIVO,Nacional
PERSISTENTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/persistenteSm_Prog001.mp4,True,P,NENHUM,Insistente; que não desanima.,O meu pai é muito persistente e não aceita sua opinião.,P-A-I ME@ PERSISTENTEmuito OPINIÃO ACEITAR NÃO.,ADJETIVO,Nacional
PERSISTIR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/persistir2Sm_Prog001.mp4,False,P,NENHUM,Insistir; agir com persistência; não desistir.,Vou persistir e pedir para minha filha não sair porque esatá muito tarde.,EU PERSISTIR PEDIR ME@ FILH@ SAIR AGORA NÃO TARDEmuito.,VERBO,Nacional
PERSONAGEM,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/personagemSm_Prog001.mp4,True,P,ESPORTE/DIVERSÃO,O papel que deve ser encarnado em uma representação.,Eu farei o personagem de uma velha má e chata.,EU PERSONAGEM VELH@ M-Á CHAT@.,SUBSTANTIVO,Nacional
PERSONALIDADE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/personalidadeSm_Prog001.mp4,True,P,NENHUM,Qualidade do que é pessoal; o que determina a individualidade de alguém.,Ela tem uma personalidade muito forte.,EL@ PERSONALIDADE FORTEmuito.,SUBSTANTIVO,Nacional
PERSPECTIVA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perspectivaSm_Prog001.mp4,True,P,COR/FORMA,"Forma de representar os objetos, tais como se apresentam à vista, sobre um plano.","O meu primo fez, em perspectiva, o desenho da casa.",PRIM@ ME@ DESENHAR PERSPECTIVA.,SUBSTANTIVO,Nacional
PERTENCER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pertencerSm_Prog001.mp4,True,P,NENHUM,Ser propriedade ou parte: ter um proprietário.,Aquele carro verde pertence à prefeitura.,CARRO VERDE AQUEL@ PERTENCER PREFEITURA DEL@.,VERBO,Nacional
PERTO1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perto1Sm_Prog001.mp4,True,P,NENHUM,Próximo; à pouca distância.,Minha casa fica perto do meu trabalho.,CASA ME@ PERTO TRABALHO ME@.,ADV.,Nacional
PERTO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perto2Sm_Prog001.mp4,True,P,NENHUM,Próximo; a pouca distância.,A padaria fica aí perto!,PADARIA AÍ PERT@!,ADV.,Nacional
PERTURBAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pertubarSm_Prog001.mp4,True,P,NENHUM,Atrapalhar; provocar confusão; agitar.,Por favor parar de fazer barulho você está me perturbando!,FAVOR PARAR BARULHO VOCÊ PERTURBAR!,VERBO,Nacional
PERU1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peru1Sm_Prog001.mp4,True,P,ANIMAL/INSETO/PEIXE/AVE,"Ave galinácea, grande, de carne muito apreciada.","No Natal, a minha família sempre come peru.",NATAL FAMÍLIA ME@ SEMPRE COMER PERU.,SUBSTANTIVO,Nacional
PERU2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peru2Sm_Prog001.mp4,True,P,PAÍS/ESTADO/CIDADE,"País da América do Sul, cuja capital é a cidade de Lima.",No Peru há mulheres morenas e bonitas.,PERU LÁ MULHER MOREN@ BONIT@.,SUBSTANTIVO,Nacional
PERUANO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peruanoSm_Prog001.mp4,True,P,NENHUM,Nascido no Perú; natural do Perú.,Meu primo peruano quer morar aqui no Rio.,PRIM@ ME@ PERUAN@ QUER MORAR AQUI RIO.,ADJETIVO,Nacional
